tmdb_id,title,release_date,release_year,release_month,genres,primary_genre,cast_names,cast_ids,budget,revenue,runtime,popularity,vote_average,vote_count,budget_log,revenue_log,budget_norm,revenue_norm
12,Finding Nemo,2003-05-30,2003,5,Animation|Family|Adventure,Animation,Albert Brooks|Ellen DeGeneres|Alexander Gould|Willem Dafoe|Geoffrey Rush,13|14|12|5293|118,94000000.0,940335536.0,100,17.0226,7.817,20421,8.206339236827155,9.206494231147193,0.17503646593040217,0.32162335602641745
16,Dancer in the Dark,2000-09-01,2000,9,Drama|Crime,Drama,Björk|Catherine Deneuve|David Morse|Peter Stormare|Joel Grey,47|50|52|53|6748,12500000.0,40061153.0,140,3.0415,7.845,1981,7.358906065559314,7.864719504255262,0.005209418628881017,0.01370049558548809
22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,2003,7,Adventure|Fantasy|Action,Adventure,Johnny Depp|Geoffrey Rush|Orlando Bloom|Keira Knightley|Jack Davenport,85|118|114|116|1709,140000000.0,655011224.0,143,16.3728,7.821,22054,8.379339418597064,9.049460124371741,0.2708897687018129,0.2240332435413661
24,Kill Bill: Vol. 1,2003-10-10,2003,10,Action|Crime,Action,Uma Thurman|Lucy Liu|Vivica A. Fox|Daryl Hannah|David Carradine,139|140|2535|589|141,30000000.0,180906076.0,111,13.7499,7.972,18767,7.710332638847287,8.490664536029675,0.04167534903104814,0.06187399956126704
25,Jarhead,2005-11-04,2005,11,Drama|War,Drama,Jake Gyllenhaal|Jamie Foxx|Peter Sarsgaard|Scott MacDonald|Chris Cooper,131|134|133|132|2955,72000000.0,97076152.0,123,6.2652,6.682,3143,8.064659458872228,8.194439514683774,0.12919358199624922,0.03320146319229016
35,The Simpsons Movie,2007-07-25,2007,7,Animation|Comedy|Family,Animation,Dan Castellaneta|Julie Kavner|Nancy Cartwright|Yeardley Smith|Hank Azaria,198|199|200|5586|5587,75000000.0,527068851.0,87,6.7628,7.021,8487,8.056491167930984,8.903297253967494,0.13544488435090643,0.18027282759519747
38,Eternal Sunshine of the Spotless Mind,2004-03-19,2004,3,Science Fiction|Drama|Romance,Science Fiction,Jim Carrey|Kate Winslet|Kirsten Dunst|Mark Ruffalo|Elijah Wood,206|204|205|103|109,20000000.0,72258126.0,108,27.9943,8.091,16200,7.522827247930538,8.080683940569836,0.02083767451552407,0.02471289826061716
98357,Broken City,2013-01-18,2013,1,Thriller|Crime|Drama,Thriller,Mark Wahlberg|Russell Crowe|Catherine Zeta-Jones|Jeffrey Wright|Barry Pepper,13240|934|1922|2954|12834,56000000.0,34737199.0,109,2.8584,5.948,1561,7.878861308617199,7.671468081106823,0.09585330277141071,0.011879531693265548
32823,Get Him to the Greek,2010-06-03,2010,6,Adventure|Comedy|Music,Adventure,Jonah Hill|Russell Brand|Rose Byrne|Elisabeth Moss|Tyler McKinney,21007|59919|9827|32798|3856045,40000000.0,90029656.0,109,2.3818,5.978,1915,7.761433528460187,8.113759128949736,0.0625130235465722,0.030791334407802066
58,Pirates of the Caribbean: Dead Man's Chest,2006-07-06,2006,7,Adventure|Fantasy|Action,Adventure,Johnny Depp|Orlando Bloom|Keira Knightley|Jack Davenport|Bill Nighy,85|114|116|1709|2440,200000000.0,1066179747.0,151,16.6189,7.375,17015,8.49456867312196,9.221369105910172,0.39591581579495727,0.3646661329317466
59,A History of Violence,2005-09-23,2005,9,Drama|Thriller|Crime,Drama,Viggo Mortensen|Maria Bello|Ed Harris|William Hurt|Ashton Holmes,110|49|228|227|225,32000000.0,61477797.0,96,15.3327,7.165,3672,7.712476942631955,7.996045260076265,0.04584288393415295,0.021025678225417843
65,8 Mile,2002-11-08,2002,11,Drama|Music,Drama,Eminem|Kim Basinger|Mekhi Phifer|Brittany Murphy|Evan Jones,325|326|327|328|333,41000000.0,242875078.0,111,6.6037,7.1,7755,7.855781900048112,8.628380995162171,0.06459679099812461,0.08306939589246497
69,Walk the Line,2005-09-13,2005,9,Drama|Music|Romance,Drama,Joaquin Phoenix|Reese Witherspoon|Ginnifer Goodwin|Robert Patrick|Dallas Roberts,73421|368|417|418|424,28000000.0,186800000.0,136,3.6154,7.497,3110,7.65448499324858,8.478703833573777,0.03750781412794332,0.0638899115671754
70,Million Dollar Baby,2004-12-05,2004,12,Drama,Drama,Clint Eastwood|Hilary Swank|Morgan Freeman|Jay Baruchel|Mike Colter,190|448|192|449|450,30000000.0,216763646.0,132,6.6969,7.952,10275,7.698918502642759,8.557783694494045,0.04167534903104814,0.07413844441425455
74,War of the Worlds,2005-06-28,2005,6,Adventure|Thriller|Science Fiction,Adventure,Tom Cruise|Dakota Fanning|Justin Chatwin|Miranda Otto|Tim Robbins,500|501|503|502|504,132000000.0,603873119.0,117,8.0859,6.533,9081,8.327900893987007,8.98827265979358,0.25421962908939366,0.20654236313148935
426063,Nosferatu,2024-12-25,2024,12,Horror|Fantasy,Horror,Lily-Rose Depp|Nicholas Hoult|Bill Skarsgård|Aaron Taylor-Johnson|Willem Dafoe,1459885|3292|137905|27428|5293,50000000.0,181764515.0,133,8.8942,6.71,3566,7.698964488761074,8.259503582591247,0.08335069806209627,0.06216761337210681
524369,The Many Saints of Newark,2021-09-22,2021,9,Crime|Drama,Crime,Alessandro Nivola|Leslie Odom Jr.|Michael Gandolfini|Ray Liotta|Michela De Rossi,4941|1254614|1900369|11477|1977918,50000000.0,13037403.0,120,2.2543,6.307,743,7.764190207489432,7.1804112855200195,0.08335069806209627,0.004457501941581902
82,Miami Vice,2006-07-27,2006,7,Action|Crime|Thriller,Action,Colin Farrell|Jamie Foxx|Naomie Harris|Gong Li|John Ortiz,72466|134|2038|643|40543,135000000.0,163800000.0,132,3.5196,6.0,1938,8.323872446313521,8.407852574948599,0.26047093144405087,0.056023170133812444
32856,Valentine's Day,2010-02-10,2010,2,Comedy|Romance,Comedy,Ashton Kutcher|Jamie Foxx|Jennifer Garner|Bradley Cooper|Julia Roberts,18976|134|9278|51329|1204,52000000.0,216528528.0,125,4.0978,5.92,3147,7.875376880767024,8.49488866313654,0.08751823296520109,0.07405802647893588
98,Gladiator,2000-05-04,2000,5,Action|Drama|Adventure,Action,Russell Crowe|Joaquin Phoenix|Connie Nielsen|Oliver Reed|Richard Harris,934|73421|935|936|194,103000000.0,465516248.0,155,16.805,8.224,20718,8.274833282330702,8.9299309022617,0.19379037299437382,0.15921985314513482
107,Snatch,2000-09-01,2000,9,Crime|Comedy,Crime,Jason Statham|Alan Ford|Stephen Graham|Brad Pitt|Dennis Farina,976|1116|1115|287|1117,100000000.0,83557872.0,103,8.6575,7.819,9874,8.261996057302621,8.183983428053407,0.18753907063971662,0.028577775653864
116,Match Point,2005-10-26,2005,10,Drama|Romance|Thriller,Drama,Jonathan Rhys Meyers|Scarlett Johansson|Emily Mortimer|Matthew Goode|Brian Cox,1244|1245|1246|1247|1248,15000000.0,85638656.0,124,4.8335,7.359,4346,7.383418217754459,8.139996805161916,0.010418837257762034,0.02928947085850221
118,Charlie and the Chocolate Factory,2005-07-13,2005,7,Adventure|Comedy|Family|Fantasy,Adventure,Johnny Depp|Freddie Highmore|David Kelly|Helena Bonham Carter|Noah Taylor,85|1281|1282|1283|1284,150000000.0,475000000.0,115,9.6576,7.038,16029,8.383418221346952,8.884020571916139,0.2917274432173369,0.16246360204957563
120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,2001,12,Adventure|Fantasy|Action,Adventure,Elijah Wood|Ian McKellen|Viggo Mortensen|Sean Astin|Ian Holm,109|1327|110|1328|65,93000000.0,871368364.0,179,28.8794,8.431,27311,8.218293593068012,9.190012432402195,0.17295269847884975,0.29803435996057964
121,The Lord of the Rings: The Two Towers,2002-12-18,2002,12,Adventure|Fantasy|Action,Adventure,Elijah Wood|Ian McKellen|Viggo Mortensen|Sean Astin|Andy Serkis,109|1327|110|1328|1333,79000000.0,926287400.0,179,19.3353,8.415,23689,8.140625132779798,9.209743798509972,0.14377995415711606,0.31681844065542974
122,The Lord of the Rings: The Return of the King,2003-12-17,2003,12,Adventure|Fantasy|Action,Adventure,Elijah Wood|Ian McKellen|Viggo Mortensen|Sean Astin|Andy Serkis,109|1327|110|1328|1333,94000000.0,1118888979.0,201,25.5752,8.496,26313,8.206339236827155,9.281998378298393,0.17503646593040217,0.3826943894228397
688258,Occupation: Rainfall,2020-10-30,2020,10,Science Fiction|Action,Science Fiction,Dan Ewing|Jet Tranter|Temuera Morrison|Ken Jeong|Jason Isaacs,1231108|1527566|7242|83586|11355,25000000.0,343414.0,128,1.863,6.1,273,7.483004937823206,5.620883189970036,0.0312565117732861,0.00011574849719261274
134,"O Brother, Where Art Thou?",2000-08-30,2000,8,Adventure|Comedy|Crime,Adventure,George Clooney|John Turturro|Tim Blake Nelson|John Goodman|Holly Hunter,1461|1241|1462|1230|18686,26000000.0,71877090.0,107,4.6132,7.327,4550,7.676969404176971,8.118586543734077,0.03334027922483851,0.024582571665451816
142,Brokeback Mountain,2005-10-22,2005,10,Drama|Romance,Drama,Heath Ledger|Jake Gyllenhaal|Michelle Williams|Anne Hathaway|Randy Quaid,1810|131|1812|1813|1811,14000000.0,178043761.0,134,7.2862,7.785,7488,7.353455007207352,8.457853721154683,0.008335069806209627,0.060894995561013285
458897,Charlie's Angels,2019-11-14,2019,11,Action|Adventure|Comedy,Action,Kristen Stewart|Naomi Scott|Ella Balinska|Elizabeth Banks|Patrick Stewart,37917|240724|2092879|9281|2387,48000000.0,73279888.0,118,4.2345,6.384,3123,7.771539713209848,7.955283273774931,0.07918316315899146,0.025062373802375238
524434,Eternals,2021-11-03,2021,11,Science Fiction|Action|Adventure,Science Fiction,Gemma Chan|Richard Madden|Angelina Jolie|Salma Hayek Pinault|Kumail Nanjiani,97576|512991|11701|3136|466505,200000000.0,402064899.0,156,10.3873,6.774,9046,8.366250195080042,8.669516360047405,0.39591581579495727,0.13751744635465335
155,The Dark Knight,2008-07-16,2008,7,Action|Crime|Thriller,Action,Christian Bale|Heath Ledger|Aaron Eckhart|Michael Caine|Maggie Gyllenhaal,3894|1810|6383|3895|1579,185000000.0,1004558444.0,152,31.8707,8.528,35471,8.432156904050222,9.16696038415997,0.36465930402167124,0.3435896608670547
161,Ocean's Eleven,2001-12-07,2001,12,Thriller|Crime,Thriller,George Clooney|Brad Pitt|Andy Garcia|Matt Damon|Julia Roberts,1461|287|1271|1892|1204,85000000.0,450717150.0,116,11.4931,7.457,12444,8.179229569919288,8.903714727675885,0.1562825588664305,0.15415808456196095
163,Ocean's Twelve,2004-12-09,2004,12,Thriller|Crime,Thriller,George Clooney|Julia Roberts|Brad Pitt|Matt Damon|Catherine Zeta-Jones,1461|1204|287|1892|1922,110000000.0,362744280.0,125,7.6176,6.566,7824,8.263189931501882,8.781397820375393,0.20837674515524068,0.1240685271080108
167,K-PAX,2001-10-26,2001,10,Science Fiction|Drama|Mystery,Science Fiction,Jeff Bridges|Kevin Spacey|Mary McCormack|Alfre Woodard|David Patrick Kelly,1229|1979|1980|1981|1737,48000000.0,50315140.0,120,4.3816,7.206,2713,7.931051880083474,7.951509327458372,0.07918316315899146,0.01720768968940397
179,The Interpreter,2005-04-08,2005,4,Crime|Thriller,Crime,Nicole Kidman|Sean Penn|Catherine Keener|Jesper Christensen|Yvan Attal,2227|2228|2229|2244|2245,80000000.0,162944923.0,128,3.2116,6.312,1546,8.110416947936029,8.419367794830897,0.14586372160866848,0.05573070623535089
180,Minority Report,2002-06-20,2002,6,Science Fiction|Action|Thriller,Science Fiction,Tom Cruise|Samantha Morton|Colin Farrell|Max von Sydow|Kathryn Morris,500|2206|72466|2201|2208,102000000.0,358372926.0,145,6.4092,7.352,9521,8.251598214852903,8.797333234850509,0.19170660554282143,0.12257338312402398
186,Lucky Number Slevin,2006-02-24,2006,2,Drama|Thriller|Crime|Mystery,Drama,Josh Hartnett|Morgan Freeman|Ben Kingsley|Lucy Liu|Bruce Willis,2299|192|2282|140|62,27000000.0,56300000.0,110,3.8858,7.478,4413,7.624902446097925,7.944047073551763,0.035424046676390916,0.019254704738746433
187,Sin City,2005-04-01,2005,4,Crime|Thriller,Crime,Bruce Willis|Jessica Alba|Clive Owen|Mickey Rourke|Rutger Hauer,62|56731|2296|2295|585,40000000.0,158733820.0,124,6.4873,7.463,8755,7.809386952272049,8.407996429180024,0.0625130235465722,0.05429037325925267
189,Sin City: A Dame to Kill For,2014-08-20,2014,8,Action|Crime|Thriller,Action,Jessica Alba|Bruce Willis|Mickey Rourke|Josh Brolin|Joseph Gordon-Levitt,56731|62|2295|16851|24045,65000000.0,39407616.0,102,5.4193,6.403,4123,7.936744304705507,7.71941111026679,0.11460720983538236,0.013476964863916972
201,Star Trek: Nemesis,2002-12-13,2002,12,Science Fiction|Action|Adventure|Thriller,Science Fiction,Patrick Stewart|Jonathan Frakes|Brent Spiner|LeVar Burton|Michael Dorn,2387|2388|1213786|2390|2391,60000000.0,67336470.0,116,2.6604,6.299,1564,8.021149292501331,8.071248388128579,0.10418837257762034,0.02302953325296675
205,Hotel Rwanda,2004-12-22,2004,12,Drama|History|War,Drama,Don Cheadle|Sophie Okonedo|Nick Nolte|Fana Mokoena|Desmond Dube,1896|2598|1733|2607|2602,17500000.0,38000000.0,122,4.4377,7.72,3134,7.4648352953684025,7.801580842711082,0.01562825588664305,0.012995514815679378
214,Saw III,2006-10-26,2006,10,Horror|Thriller|Crime,Horror,Tobin Bell|Shawnee Smith|Angus Macfadyen|Bahar Soomekh|Donnie Wahlberg,2144|2138|2464|2677|2680,10000000.0,164874275.0,108,4.4056,6.418,4890,7.19353867884862,8.410691576999142,0.0,0.056390606814391835
217,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21,2008,5,Adventure|Action,Adventure,Harrison Ford|Cate Blanchett|Karen Allen|Shia LaBeouf|Ray Winstone,3|112|650|10959|5538,185000000.0,786636033.0,122,5.8808,6.021,8956,8.432156904050222,9.06075901152139,0.36465930402167124,0.2690531713074003
32985,Solomon Kane,2009-12-23,2009,12,Adventure|Fantasy|Action,Adventure,James Purefoy|Pete Postlethwaite|Alice Krige|Mackenzie Crook|Max von Sydow,17648|4935|2506|1711|2201,45000000.0,19700000.0,104,3.0873,6.032,1509,7.819814423334064,7.461068130946782,0.07293186080433424,0.006736324892612327
65754,The Girl with the Dragon Tattoo,2011-12-14,2011,12,Thriller|Crime|Mystery,Thriller,Daniel Craig|Rooney Mara|Christopher Plummer|Stellan Skarsgård|Robin Wright,8784|108916|290|1640|32,90000000.0,232617430.0,158,6.2532,7.383,7531,8.100282260621203,8.51268200332267,0.16670139612419255,0.07956094960853223
65759,Happy Feet Two,2011-11-17,2011,11,Animation|Comedy|Family,Animation,Elijah Wood|Robin Williams|P!nk|E. G. Daily|Johnny A. Sanchez,109|2157|77271|15274|59783,130000000.0,150406466.0,99,4.8948,6.2,1711,8.259983102693141,8.323306256720986,0.2500520941862888,0.05144214974872742
231,Syriana,2005-11-23,2005,11,Drama|Thriller,Drama,George Clooney|Matt Damon|Jeffrey Wright|Chris Cooper|Amanda Peet,1461|1892|2954|2955|2956,50000000.0,93974620.0,128,3.2388,6.4,1477,7.90629696662729,8.180337540700785,0.08335069806209627,0.03214063926658142
393457,Fences,2016-12-16,2016,12,Drama,Drama,Denzel Washington|Viola Davis|Stephen McKinley Henderson|Jovan Adepo|Russell Hornsby,5292|19492|196179|1607522|62649,24000000.0,64400000.0,139,3.0645,6.88,2794,7.498029205297686,7.926703830945892,0.029172744321733696,0.022025165852235126
243,High Fidelity,2000-03-17,2000,3,Drama|Comedy|Romance|Music,Drama,John Cusack|Iben Hjejle|Todd Louiso|Jack Black|Lisa Bonet,3036|1562|3230|70851|3232,30000000.0,47100000.0,113,2.7873,7.136,2169,7.739117315189859,7.935016966943384,0.04167534903104814,0.01610800816540125
98548,People Like Us,2012-06-29,2012,6,Drama,Drama,Chris Pine|Elizabeth Banks|Olivia Wilde|Michelle Pfeiffer|Mark Duplass,62064|9281|59315|1160|45407,16000000.0,12434778.0,114,1.6757,6.786,653,7.3411772946394125,7.231695369959708,0.012502604709314441,0.004251384765221887
245,About a Boy,2002-04-26,2002,4,Drama|Comedy|Romance,Drama,Hugh Grant|Nicholas Hoult|Toni Collette|Rachel Weisz|Natalia Tena,3291|3292|3051|3293|3300,27000000.0,129000000.0,101,2.5253,6.695,2376,7.674361809953581,8.353587752032144,0.035424046676390916,0.04412044831289805
254,King Kong,2005-12-12,2005,12,Adventure|Drama|Action,Adventure,Naomi Watts|Adrien Brody|Jack Black|Andy Serkis|Colin Hanks,3489|3490|70851|1333|3492,207000000.0,562363449.0,188,9.7204,6.886,8428,8.523297308060581,8.957344047825094,0.41050218795582416,0.19234471787608834
257,Oliver Twist,2005-09-23,2005,9,Crime|Drama|Family,Crime,Barney Clark|Ben Kingsley|Jamie Foreman|Harry Eden|Edward Hardwicke,3542|2282|3543|3544|3545,50000000.0,42580321.0,130,1.8988,6.7,1234,7.90629696662729,7.836535893412457,0.08335069806209627,0.014562132249975138
196867,Annie,2014-12-18,2014,12,Comedy|Drama|Family,Comedy,Quvenzhané Wallis|Jamie Foxx|Rose Byrne|Cameron Diaz|Bobby Cannavale,1055235|134|9827|6941|21127,65000000.0,136853506.0,118,9.8005,6.238,1343,7.936744304705507,8.260086874363836,0.11460720983538236,0.04680660053234868
98566,Teenage Mutant Ninja Turtles,2014-08-07,2014,8,Science Fiction|Action|Adventure|Comedy,Science Fiction,Pete Ploszek|Alan Ritchson|Jeremy Howard|Noel Fisher|Megan Fox,1163622|64295|15034|80352|19537,125000000.0,485004754.0,101,7.2919,5.9,7144,8.22074096147262,8.809576942654653,0.2396332569285268,0.16588555043315842
272,Batman Begins,2005-06-10,2005,6,Drama|Crime|Action,Drama,Christian Bale|Michael Caine|Liam Neeson|Katie Holmes|Gary Oldman,3894|3895|3896|3897|64,150000000.0,374218673.0,140,12.09,7.722,22434,8.383418221346952,8.7804524164856,0.2917274432173369,0.12799313940521906
277,Underworld,2003-09-19,2003,9,Fantasy|Action|Thriller,Fantasy,Kate Beckinsale|Scott Speedman|Michael Sheen|Shane Brolly|Bill Nighy,3967|100|3968|3969|2440,22000000.0,95708457.0,122,4.9931,6.8,6540,7.575634061103656,8.214161698001833,0.025005209418628882,0.03273366741295524
285,Pirates of the Caribbean: At World's End,2007-05-19,2007,5,Adventure|Fantasy|Action,Adventure,Johnny Depp|Geoffrey Rush|Orlando Bloom|Keira Knightley|Jack Davenport,85|118|114|116|1709,300000000.0,961691209.0,169,12.9211,7.266,15340,8.658551158305638,9.16446554920643,0.6042925609501979,0.32892768461887184
296,Terminator 3: Rise of the Machines,2003-07-02,2003,7,Action|Thriller|Science Fiction,Action,Arnold Schwarzenegger|Nick Stahl|Claire Danes|Kristanna Loken|Earl Boen,1100|6408|6194|7218|2716,200000000.0,435000000.0,109,7.3383,6.2,7173,8.53424137767621,8.87170063903981,0.39591581579495727,0.14878231260024874
298,Ocean's Thirteen,2007-06-05,2007,6,Crime|Thriller,Crime,George Clooney|Brad Pitt|Al Pacino|Matt Damon|Don Cheadle,1461|287|1158|1892|1896,85000000.0,311312624.0,122,5.32,6.724,6824,8.110848829356346,8.6746266355426,0.1562825588664305,0.10647724279315555
308,Broken Flowers,2005-07-31,2005,7,Comedy|Drama|Mystery|Romance,Comedy,Bill Murray|Sharon Stone|Jessica Lange|Tilda Swinton|Frances Conroy,1532|4430|4431|3063|4432,10000000.0,46720491.0,106,1.669,6.941,1468,7.207326967680013,7.876834360829387,0.0,0.015978203853460632
310,Bruce Almighty,2003-05-23,2003,5,Fantasy|Comedy,Fantasy,Jim Carrey|Morgan Freeman|Jennifer Aniston|Philip Baker Hall|Catherine Bell,206|192|4491|4492|4493,80000000.0,484592874.0,101,7.3329,6.725,11412,8.136301369004173,8.918588405770317,0.14586372160866848,0.1657446741956987
1016121,Beautiful Disaster,2023-04-04,2023,4,Romance|Drama|Comedy,Romance,Dylan Sprouse|Virginia Gardner|Austin North|Libe Barer|Rob Estes,95686|1279279|1449393|1524899|20960,25000000.0,6850036.0,96,3.7432,6.646,892,7.412096763786537,6.849849625174266,0.0312565117732861,0.002341222970176568
314,Catwoman,2004-07-22,2004,7,Action|Fantasy|Crime,Action,Halle Berry|Benjamin Bratt|Sharon Stone|Lambert Wilson|Frances Conroy,4587|4589|4430|2192|4432,100000000.0,82102379.0,104,3.6509,4.6,3550,8.221797247054404,8.136152988821031,0.18753907063971662,0.028079950128252273
320,Insomnia,2002-05-24,2002,5,Thriller|Crime|Drama,Thriller,Al Pacino|Robin Williams|Hilary Swank|Martin Donovan|Nicky Katt,1158|2157|448|42993|18070,46000000.0,113714830.0,118,4.048,7.0,5238,7.905755874878354,8.29881514927875,0.07501562825588665,0.03889242743659385
322,Mystic River,2003-10-08,2003,10,Thriller|Crime|Drama|Mystery,Thriller,Sean Penn|Tim Robbins|Kevin Bacon|Laurence Fishburne|Marcia Gay Harden,2228|504|4724|2975|4726,25000000.0,156800000.0,138,7.5152,7.744,7367,7.6311513944919795,8.428557440425406,0.0312565117732861,0.053628944480180234
326,Snakes on a Plane,2006-08-17,2006,8,Action|Thriller|Adventure|Crime|Horror,Action,Samuel L. Jackson|Julianna Margulies|Nathan Phillips|Kenan Thompson|Rachel Blanchard,2231|25654|60005|77330|52478,33000000.0,62022014.0,105,2.6179,5.483,1947,7.712052616198067,7.986084544438704,0.04792665138570536,0.02121181798292395
350,The Devil Wears Prada,2006-06-29,2006,6,Drama|Comedy,Drama,Meryl Streep|Anne Hathaway|Emily Blunt|Stanley Tucci|Simon Baker,5064|1813|5081|2283|1284159,35000000.0,326706115.0,109,92.5044,7.4,12920,7.737606719225631,8.707695940638718,0.05209418628881017,0.11174231294332077
262500,Insurgent,2015-03-18,2015,3,Action|Science Fiction|Thriller,Action,Shailene Woodley|Theo James|Miles Teller|Kate Winslet|Ansel Elgort,94185|587020|996701|204|1159982,110000000.0,297002527.0,119,6.4508,6.4,10382,8.164673544144803,8.596041003341439,0.20837674515524068,0.10158272831553194
262504,Allegiant,2016-03-09,2016,3,Adventure|Science Fiction|Action|Mystery,Adventure,Shailene Woodley|Theo James|Miles Teller|Zoë Kravitz|Naomi Watts,94185|587020|996701|37153|3489,110000000.0,179246868.0,120,4.1487,6.101,6930,8.159210648744306,8.371269538756128,0.20837674515524068,0.06130649693865107
388,Inside Man,2006-03-17,2006,3,Crime|Drama|Thriller,Crime,Denzel Washington|Clive Owen|Jodie Foster|Christopher Plummer|Willem Dafoe,5292|2296|1038|290|5293,45000000.0,186003591.0,129,6.1235,7.403,6292,7.846751189533647,8.463060006319608,0.07293186080433424,0.06361751401594917
392,Chocolat,2000-12-22,2000,12,Comedy|Drama|Romance,Comedy,Juliette Binoche|Judi Dench|Alfred Molina|Lena Olin|Johnny Depp,1137|5309|658|5313|85,25000000.0,152700626.0,121,6.2814,6.972,3487,7.659936070726022,8.44583687607933,0.0312565117732861,0.052226826423804114
393,Kill Bill: Vol. 2,2004-04-16,2004,4,Action|Crime|Thriller,Action,Uma Thurman|David Carradine|Daryl Hannah|Michael Madsen|Gordon Liu Chia-Hui,139|141|589|147|240171,30000000.0,152159461.0,136,8.4047,7.877,14945,7.698918502642759,8.404096209298638,0.04167534903104814,0.05204173054868299
395,AVP: Alien vs. Predator,2004-08-12,2004,8,Adventure|Science Fiction|Action|Horror,Adventure,Sanaa Lathan|Lance Henriksen|Ian Whyte|Raoul Bova|Ewen Bremner,5411|2714|946696|5412|1125,70000000.0,177427090.0,101,3.6689,5.9,4897,8.066895286696365,8.470817177385914,0.1250260470931444,0.06068407419986314
590223,Love and Monsters,2020-10-16,2020,10,Adventure|Comedy|Fantasy|Science Fiction,Adventure,Dylan O'Brien|Jessica Henwick|Michael Rooker|Dan Ewing|Ariana Greenblatt,527393|1202689|12132|1231108|1767250,30000000.0,1122066.0,109,4.2349,7.27,4403,7.562186193391953,6.13508333308598,0.04167534903104814,0.0003820725820000448
459151,The Boss Baby: Family Business,2021-07-01,2021,7,Animation|Comedy|Adventure|Family,Animation,Alec Baldwin|James Marsden|Amy Sedaris|Ariana Greenblatt|Jeff Goldblum,7447|11006|12110|1767250|4785,82000000.0,146745280.0,107,6.3077,7.334,2671,7.979034050432452,8.23178434239401,0.1500312565117733,0.050189906113881834
1114513,Speak No Evil,2024-09-11,2024,9,Horror|Thriller,Horror,James McAvoy|Mackenzie Davis|Scoot McNairy|Aisling Franciosi|Alix West Lefler,5530|1110405|59233|1323109|2556026,15000000.0,77239314.0,110,5.5691,7.135,2034,7.17608572900407,7.887832892027168,0.010418837257762034,0.026416625131355002
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,2005,12,Adventure|Family|Fantasy,Adventure,William Moseley|Anna Popplewell|Skandar Keynes|Georgie Henley|Liam Neeson,5528|5529|5527|5526|3896,180000000.0,745013115.0,143,16.4863,7.136,11416,8.46259946679583,9.079490879896554,0.3542404667639092,0.25481679158531034
421,The Life Aquatic with Steve Zissou,2004-12-10,2004,12,Adventure|Comedy|Drama,Adventure,Bill Murray|Owen Wilson|Cate Blanchett|Anjelica Huston|Willem Dafoe,1532|887|112|5657|5293,50000000.0,34808403.0,119,3.1778,7.1,3136,7.920767253996499,7.763481348603936,0.08335069806209627,0.011903885756614295
423,The Pianist,2002-09-17,2002,9,Drama|War,Drama,Adrien Brody|Thomas Kretschmann|Frank Finlay|Maureen Lipman|Emilia Fox,3490|3491|6637|6638|6639,35000000.0,120098945.0,150,13.5593,8.376,10040,7.787066086467964,8.322537234923853,0.05209418628881017,0.04107600056641359
425,Ice Age,2002-03-14,2002,3,Animation|Comedy|Family|Adventure,Animation,Ray Romano|John Leguizamo|Denis Leary|Goran Višnjić|Jack Black,15757|5723|5724|5725|70851,59000000.0,383257136.0,81,13.1089,7.37,14180,8.013850052918507,8.826488292034343,0.10210460512606793,0.13108458511721985
328111,The Secret Life of Pets,2016-06-18,2016,6,Family|Comedy|Adventure|Animation,Family,Louis C.K.|Eric Stonestreet|Kevin Hart|Jenny Slate|Ellie Kemper,52849|156962|55638|213001|475512,75000000.0,875457937.0,86,2.5305,6.316,8465,7.99287922697778,9.06005324799811,0.13544488435090643,0.29943312575900843
435,The Day After Tomorrow,2004-05-26,2004,5,Science Fiction|Thriller|Adventure,Science Fiction,Dennis Quaid|Jake Gyllenhaal|Emmy Rossum|Dash Mihok|Jay O. Sanders,6065|131|4730|6066|6067,125000000.0,552639571.0,123,5.6594,6.552,8768,8.318707260583675,8.964239226364745,0.2396332569285268,0.18901883813888978
440,Aliens vs Predator: Requiem,2007-12-25,2007,12,Action|Science Fiction|Thriller|Horror,Action,David Paetkau|Sam Trammell|Steven Pasquale|Reiko Aylesworth|John Ortiz,33293|131006|56389|25869|40543,40000000.0,130290885.0,94,5.1196,5.181,3277,7.783489895390593,8.29634393702475,0.0625130235465722,0.044561972596167905
33217,Diary of a Wimpy Kid,2010-03-19,2010,3,Comedy|Family,Comedy,Zachary Gordon|Robert Capron|Steve Zahn|Devon Bostick|Rachael Harris,89819|111922|18324|90498|46074,15000000.0,75700000.0,92,4.5718,6.266,1749,7.335464801202774,8.038469420110244,0.010418837257762034,0.025890130121669973
453,A Beautiful Mind,2001-12-14,2001,12,Drama|Romance,Drama,Russell Crowe|Jennifer Connelly|Ed Harris|Paul Bettany|Christopher Plummer,934|6161|228|6162|290,58000000.0,316791257.0,135,7.8531,7.855,10987,8.013238639254718,8.750583831344862,0.10002083767451553,0.1083511118896464
